storm.id,storm.name,n.obs,storm.duration,storm.pdi,max.wind,mean.wind,mean.sq.wind,storm.year,basin,sst,sst.norm,sst.class,first.lat,last.lat,first.long,last.long,distance
AL142000,JOYCE,28,604800,14508193009.440737,80,50.17857142857143,2838.3928571428573,2000,NATL,27.511306560282804,0.9956888512850748,low,11.2,11.9,-29.6,-64.9,3913745.136358027
AL152000,KEITH,32,691200,31978532097.12592,120,56.875,4054.6875,2000,NATL,27.511306560282804,0.9956888512850748,low,16.1,23.8,-82.9,-101,2184544.8684186838
AL162000,LESLIE,26,561600,4888754119.455554,60,38.65384615384615,1543.2692307692307,2000,NATL,27.511306560282804,0.9956888512850748,low,29,53,-81.4,-10,6624563.210125125
AL172000,MICHAEL,22,475200,14572891161.559258,85,56.13636363636363,3446.590909090909,2000,NATL,27.511306560282804,0.9956888512850748,low,30,52,-71.2,-50.5,3275060.4312237273
AL182000,NADINE,13,280800,2471763493.4370365,50,38.46153846153846,1546.1538461538462,2000,NATL,27.511306560282804,0.9956888512850748,low,26.2,39,-59.9,-47,1890747.9734659796
AL192000,UNNAMED,19,410400,5353404484.67037,55,44.473684210526315,2038.157894736842,2000,NATL,27.511306560282804,0.9956888512850748,low,21.5,46,-69.5,-59.5,3227636.19785375
AL012001,ALLISON,55,1188e3,3496641039.4962955,50,25.818181818181817,717.2727272727273,2001,NATL,27.822572124547076,1.0069541705619978,high,27.5,43.5,-95,-61,4588688.374754102
AL022001,UNNAMED,5,108e3,229751960.64814812,25,25,625,2001,NATL,27.822572124547076,1.0069541705619978,high,10.9,13.1,-42.1,-48.5,739371.0057722449
AL032001,BARRY,24,518400,3966805451.7666655,60,31.875,1255.2083333333333,2001,NATL,27.822572124547076,1.0069541705619978,high,25.7,37.5,-84.8,-90,1746140.7485015146
AL042001,CHANTAL,32,691200,8108589996.762962,60,40.625,1804.6875,2001,NATL,27.822572124547076,1.0069541705619978,high,12.8,17.9,-37,-92.2,6049897.104184622
AL052001,DEAN,29,626400,6245577298.259258,60,37.93103448275862,1598.2758620689656,2001,NATL,27.822572124547076,1.0069541705619978,high,17.9,51,-64.3,-40.9,5101962.716567725
AL062001,ERIN,62,1339200,49837427700.65925,105,56.45161290322581,3715.3225806451615,2001,NATL,27.822572124547076,1.0069541705619978,high,12.5,65,-34.3,-35,8881044.594946591
AL072001,FELIX,46,993600,37192982595.99629,100,54.02173913043478,3599.4565217391305,2001,NATL,27.822572124547076,1.0069541705619978,high,13.9,34.6,-28.4,-31.6,5307832.869664244
